class_id,class_name,precision,recall,mask_AP50,mask_AP50_95
103,meatveg-chicken-carrot-potato,0.27226455572535274,0.3333333333333333,0.45923529411764713,0.45341176470588235
10,cabbage,0.8678412183124448,0.5,0.5809774436090226,0.4527274436090226
6,beguni,0.4051549992872438,0.6666666666666666,0.6319684669189315,0.4508800729437937
265,vegetarian-carrot-corn,1.0,0.0,0.4975,0.44775
262,vegetarian-carrot,0.6807389242037579,0.4666666666666667,0.5142234513063372,0.447149345928419
22,dundol,0.5379397400409482,0.6,0.48544804359423344,0.4371350184759029
18,chop-alu,0.4959669319873516,0.6666666666666666,0.5881493409631952,0.43435986700103274
291,vegetarian-greens-shiitakemushroom,1.0,0.0,0.5253030303030303,0.4202424242424242
247,staple-multigrainrice,0.5990614176308411,0.5,0.5002250351617441,0.412831223628692
229,potato,0.6989076817730737,0.475,0.5485838234102278,0.4038957870158851
253,sweets,1.0,0.3284124380056468,0.45499999999999996,0.4029999999999999
239,shim,0.516060525683328,0.42857142857142855,0.5108333333333334,0.40035028248587573
226,peyaju,0.40884910426357546,0.6923076923076923,0.5004112554112554,0.39095202867444245
0,achar,0.4361186451254815,0.4,0.4716666666666666,0.38669047619047614
222,okra,0.4724882084495893,0.5,0.4116666666666667,0.37833333333333335
160,meatveg-mincedmeat-wintermelon,0.7178201375900992,0.5,0.695,0.3772
47,meatonly-beefslices,0.5200907423303341,0.3333333333333333,0.41152173913043477,0.3710978260869565
166,meatveg-pork-carrot,1.0,0.0,0.3807142857142858,0.3695238095238096
255,vaji,0.42404021658246543,0.47368421052631576,0.4451967579642203,0.36951332611600735
233,puri,0.6536936769740767,1.0,0.9125000000000002,0.36458333333333337
161,meatveg-mincedmeat-yardlongbean,0.44753278908765826,0.6666666666666666,0.39849999999999997,0.360425
196,meatveg-pork-potato-braised,0.5212256992521904,0.3333333333333333,0.3585714285714286,0.35150000000000003
304,vegetarian-preservedvegetable,0.3678355275173305,0.3333333333333333,0.519285714285714,0.34651379310344815
335,vegetarian-wintermelon,0.25706743504996094,0.5,0.4116666666666667,0.3371666666666667
223,orange,0.28753342040247426,0.5,0.46280303030303027,0.3361763608731694
157,meatveg-mincedmeat-tofu,1.0,0.0,0.33793956043956036,0.3303241758241758
30,fruit-orange,0.3463862016676559,0.709088488753215,0.36094017094017095,0.3261153846153846
225,payesh,0.52799964918677,0.29199947378015495,0.6092857142857142,0.3243428571428571
231,potol,0.4146107211828809,0.4166666666666667,0.3378452986516114,0.3193107941939302
210,meatveg-pork-yardlongbean,0.20465288611693186,0.3333333333333333,0.38137254901960793,0.3101143790849674
39,kochu,1.0,0.0,0.33785714285714274,0.2904999999999999
254,tomato,0.6774292581554548,0.125,0.4127672858617132,0.28821561565203335
44,lemon,0.6784176518052035,0.25,0.3026075650118203,0.2668153937079468
123,meatveg-egg-chili-woodearmushroom,0.2518310424324985,0.7554931272974955,0.33166666666666667,0.2653333333333333
23,egg,1.0,0.0,0.2680071843995895,0.2623109818679438
189,meatveg-pork-garlicscapes,0.2641593881481285,0.375,0.3083530247370462,0.2558899940601177
201,meatveg-pork-stemlettuce,0.17863250220804988,0.25,0.26278740023773134,0.2554644251995245
179,meatveg-pork-cucumber-carrot,1.0,0.0,0.2697222222222222,0.25194444444444447
183,meatveg-pork-driedtofu-garlicscapes,1.0,0.0,0.2475,0.2475
86,meatveg-beef-celery,1.0,0.0,0.31021739130434794,0.24579106280193241
315,vegetarian-spinach,0.17562542515642376,0.3333333333333333,0.25864529914529905,0.24414985754985746
122,meatveg-egg-chili,0.18288395537189733,0.3333333333333333,0.25,0.22918750000000002
111,meatveg-chicken-potato,0.30541382119375193,0.4,0.2709205500381971,0.2285932857991681
54,meatonly-chicken-fried,0.3664900689026279,0.14285714285714285,0.2681159022546866,0.22728801890822797
84,meatveg-beef-carrot-potato,1.0,0.0,0.24875,0.223875
228,piyaju,0.326369078861168,0.2222222222222222,0.26729156766656775,0.21941918633112106
169,meatveg-pork-carrot-woodearmushroom-bambooshoots,0.4056822598075684,0.3333333333333333,0.22249999999999998,0.217
150,meatveg-mincedmeat-eggplant,0.301662690434051,0.20110846028936732,0.22403164556962027,0.2135607594936709
230,potato-mashed,0.0,0.0,0.22796296296296298,0.1958783068783069
96,meatveg-chicken-beansprouts,1.0,0.0,0.199,0.1791
139,meatveg-egg-zucchini,0.16105683603238352,0.12079262702428765,0.20071428571428568,0.17228571428571426
224,papaya,0.24509265310065215,0.19607412248052172,0.17428459119496856,0.16117767295597485
333,vegetarian-waterspinach,0.18427449772127205,0.3333333333333333,0.15990824534942183,0.1517072559793148
